number,timestamp,blobGasUsed,excessBlobGas,blobGasPrice
22459561,2025-05-11T10:40:11.000Z,524288,0,1
22459562,2025-05-11T10:40:23.000Z,786432,0,1
22459563,2025-05-11T10:40:35.000Z,1179648,0,1
22459564,2025-05-11T10:40:47.000Z,1048576,393216,1
22459565,2025-05-11T10:40:59.000Z,524288,655360,1
22459566,2025-05-11T10:41:11.000Z,1179648,393216,1
22459567,2025-05-11T10:41:23.000Z,1179648,786432,1
22459568,2025-05-11T10:41:35.000Z,786432,1179648,1
22459569,2025-05-11T10:41:47.000Z,786432,1179648,1
22459570,2025-05-11T10:41:59.000Z,655360,1179648,1
22459571,2025-05-11T10:42:11.000Z,0,1048576,1
22459572,2025-05-11T10:42:23.000Z,786432,262144,1
22459573,2025-05-11T10:42:35.000Z,786432,262144,1
22459574,2025-05-11T10:42:47.000Z,1179648,262144,1
22459575,2025-05-11T10:42:59.000Z,917504,655360,1
22459576,2025-05-11T10:43:11.000Z,0,786432,1
22459577,2025-05-11T10:43:23.000Z,524288,0,1
22459578,2025-05-11T10:43:35.000Z,786432,0,1
22459579,2025-05-11T10:43:47.000Z,786432,0,1
22459580,2025-05-11T10:43:59.000Z,786432,0,1
22459581,2025-05-11T10:44:11.000Z,786432,0,1
22459582,2025-05-11T10:44:23.000Z,786432,0,1
22459583,2025-05-11T10:44:35.000Z,786432,0,1
22459584,2025-05-11T10:44:47.000Z,786432,0,1
22459585,2025-05-11T10:44:59.000Z,0,0,1
22459586,2025-05-11T10:45:11.000Z,917504,0,1
22459587,2025-05-11T10:45:23.000Z,1179648,131072,1
22459588,2025-05-11T10:45:35.000Z,0,524288,1
22459589,2025-05-11T10:45:47.000Z,1179648,0,1
22459590,2025-05-11T10:45:59.000Z,524288,393216,1
22459591,2025-05-11T10:46:11.000Z,0,131072,1
22459592,2025-05-11T10:46:23.000Z,1179648,0,1
22459593,2025-05-11T10:46:35.000Z,786432,393216,1
22459594,2025-05-11T10:46:47.000Z,393216,393216,1
22459595,2025-05-11T10:46:59.000Z,524288,0,1
22459596,2025-05-11T10:47:11.000Z,1179648,0,1
22459597,2025-05-11T10:47:23.000Z,0,393216,1
22459598,2025-05-11T10:47:35.000Z,0,0,1
22459599,2025-05-11T10:47:47.000Z,0,0,1
22459600,2025-05-11T10:47:59.000Z,917504,0,1
22459601,2025-05-11T10:48:11.000Z,524288,131072,1
22459602,2025-05-11T10:48:23.000Z,0,0,1
22459603,2025-05-11T10:48:35.000Z,524288,0,1
22459604,2025-05-11T10:48:47.000Z,1179648,0,1
22459605,2025-05-11T10:48:59.000Z,393216,393216,1
22459606,2025-05-11T10:49:11.000Z,131072,0,1
22459607,2025-05-11T10:49:23.000Z,131072,0,1
22459608,2025-05-11T10:49:35.000Z,393216,0,1
22459609,2025-05-11T10:49:47.000Z,0,0,1
22459610,2025-05-11T10:49:59.000Z,524288,0,1
22459611,2025-05-11T10:50:11.000Z,0,0,1
22459612,2025-05-11T10:50:23.000Z,393216,0,1
22459613,2025-05-11T10:50:35.000Z,0,0,1
22459614,2025-05-11T10:50:47.000Z,786432,0,1
22459615,2025-05-11T10:50:59.000Z,262144,0,1
22459616,2025-05-11T10:51:11.000Z,786432,0,1
22459617,2025-05-11T10:51:23.000Z,786432,0,1
22459618,2025-05-11T10:51:35.000Z,786432,0,1
22459619,2025-05-11T10:51:47.000Z,524288,0,1
22459620,2025-05-11T10:51:59.000Z,0,0,1
22459621,2025-05-11T10:52:11.000Z,0,0,1
22459622,2025-05-11T10:52:23.000Z,786432,0,1
22459623,2025-05-11T10:52:35.000Z,655360,0,1
22459624,2025-05-11T10:52:47.000Z,1179648,0,1
22459625,2025-05-11T10:52:59.000Z,0,393216,1
22459626,2025-05-11T10:53:11.000Z,0,0,1
22459627,2025-05-11T10:53:23.000Z,786432,0,1
22459628,2025-05-11T10:53:35.000Z,0,0,1
22459629,2025-05-11T10:53:47.000Z,917504,0,1
22459630,2025-05-11T10:53:59.000Z,1179648,131072,1
22459631,2025-05-11T10:54:11.000Z,917504,524288,1
22459632,2025-05-11T10:54:23.000Z,393216,655360,1
22459633,2025-05-11T10:54:47.000Z,131072,262144,1
22459634,2025-05-11T10:54:59.000Z,786432,0,1
22459635,2025-05-11T10:55:11.000Z,0,0,1
22459636,2025-05-11T10:55:23.000Z,0,0,1
22459637,2025-05-11T10:55:35.000Z,786432,0,1
22459638,2025-05-11T10:55:47.000Z,262144,0,1
22459639,2025-05-11T10:55:59.000Z,786432,0,1
22459640,2025-05-11T10:56:11.000Z,786432,0,1
22459641,2025-05-11T10:56:23.000Z,786432,0,1
22459642,2025-05-11T10:56:35.000Z,524288,0,1
22459643,2025-05-11T10:56:47.000Z,524288,0,1
22459644,2025-05-11T10:56:59.000Z,1179648,0,1
22459645,2025-05-11T10:57:11.000Z,786432,393216,1
22459646,2025-05-11T10:57:23.000Z,786432,393216,1
22459647,2025-05-11T10:57:35.000Z,393216,393216,1
22459648,2025-05-11T10:57:47.000Z,393216,0,1
22459649,2025-05-11T10:57:59.000Z,655360,0,1
22459650,2025-05-11T10:58:11.000Z,0,0,1
22459651,2025-05-11T10:58:23.000Z,0,0,1
22459652,2025-05-11T10:58:35.000Z,917504,0,1
22459653,2025-05-11T10:58:47.000Z,524288,131072,1
22459654,2025-05-11T10:58:59.000Z,0,0,1
22459655,2025-05-11T10:59:11.000Z,393216,0,1
22459656,2025-05-11T10:59:23.000Z,1179648,0,1
22459657,2025-05-11T10:59:35.000Z,0,393216,1
22459658,2025-05-11T10:59:47.000Z,0,0,1
22459659,2025-05-11T10:59:59.000Z,917504,0,1
22459660,2025-05-11T11:00:11.000Z,393216,131072,1
22459661,2025-05-11T11:00:23.000Z,393216,0,1
22459662,2025-05-11T11:00:35.000Z,786432,0,1
22459663,2025-05-11T11:00:47.000Z,0,0,1
22459664,2025-05-11T11:00:59.000Z,393216,0,1
22459665,2025-05-11T11:01:11.000Z,786432,0,1
22459666,2025-05-11T11:01:23.000Z,917504,0,1
22459667,2025-05-11T11:01:35.000Z,1179648,131072,1
22459668,2025-05-11T11:01:47.000Z,0,524288,1
22459669,2025-05-11T11:01:59.000Z,786432,0,1
22459670,2025-05-11T11:02:11.000Z,786432,0,1
22459671,2025-05-11T11:02:23.000Z,524288,0,1
22459672,2025-05-11T11:02:35.000Z,786432,0,1
22459673,2025-05-11T11:02:47.000Z,655360,0,1
22459674,2025-05-11T11:02:59.000Z,786432,0,1
22459675,2025-05-11T11:03:11.000Z,0,0,1
22459676,2025-05-11T11:03:23.000Z,0,0,1
22459677,2025-05-11T11:03:35.000Z,917504,0,1
22459678,2025-05-11T11:03:47.000Z,0,131072,1
22459679,2025-05-11T11:03:59.000Z,786432,0,1
22459680,2025-05-11T11:04:11.000Z,917504,0,1
22459681,2025-05-11T11:04:23.000Z,131072,131072,1
22459682,2025-05-11T11:04:35.000Z,917504,0,1
22459683,2025-05-11T11:04:47.000Z,524288,131072,1
22459684,2025-05-11T11:04:59.000Z,786432,0,1
22459685,2025-05-11T11:05:11.000Z,0,0,1
22459686,2025-05-11T11:05:23.000Z,1179648,0,1
22459687,2025-05-11T11:05:35.000Z,131072,393216,1
22459688,2025-05-11T11:05:47.000Z,0,0,1
22459689,2025-05-11T11:05:59.000Z,786432,0,1
22459690,2025-05-11T11:06:11.000Z,0,0,1
22459691,2025-05-11T11:06:23.000Z,393216,0,1
22459692,2025-05-11T11:06:35.000Z,524288,0,1
22459693,2025-05-11T11:06:47.000Z,1179648,0,1
22459694,2025-05-11T11:06:59.000Z,393216,393216,1
22459695,2025-05-11T11:07:11.000Z,786432,0,1
22459696,2025-05-11T11:07:23.000Z,524288,0,1
22459697,2025-05-11T11:07:35.000Z,786432,0,1
22459698,2025-05-11T11:07:47.000Z,393216,0,1
22459699,2025-05-11T11:07:59.000Z,0,0,1
22459700,2025-05-11T11:08:11.000Z,524288,0,1
22459701,2025-05-11T11:08:23.000Z,524288,0,1
22459702,2025-05-11T11:08:35.000Z,524288,0,1
22459703,2025-05-11T11:08:47.000Z,0,0,1
22459704,2025-05-11T11:08:59.000Z,131072,0,1
22459705,2025-05-11T11:09:11.000Z,393216,0,1
22459706,2025-05-11T11:09:23.000Z,1179648,0,1
22459707,2025-05-11T11:09:35.000Z,393216,393216,1
22459708,2025-05-11T11:09:47.000Z,1179648,0,1
22459709,2025-05-11T11:09:59.000Z,131072,393216,1
22459710,2025-05-11T11:10:11.000Z,0,0,1
22459711,2025-05-11T11:10:23.000Z,393216,0,1
22459712,2025-05-11T11:10:35.000Z,0,0,1
22459713,2025-05-11T11:10:47.000Z,393216,0,1
22459714,2025-05-11T11:10:59.000Z,524288,0,1
22459715,2025-05-11T11:11:11.000Z,1179648,0,1
22459716,2025-05-11T11:11:23.000Z,0,393216,1
22459717,2025-05-11T11:11:35.000Z,1179648,0,1
22459718,2025-05-11T11:11:47.000Z,524288,393216,1
22459719,2025-05-11T11:11:59.000Z,917504,131072,1
22459720,2025-05-11T11:12:11.000Z,786432,262144,1
22459721,2025-05-11T11:12:23.000Z,524288,262144,1
22459722,2025-05-11T11:12:35.000Z,786432,0,1
22459723,2025-05-11T11:12:47.000Z,786432,0,1
22459724,2025-05-11T11:12:59.000Z,0,0,1
22459725,2025-05-11T11:13:11.000Z,786432,0,1
22459726,2025-05-11T11:13:23.000Z,655360,0,1
22459727,2025-05-11T11:13:35.000Z,1179648,0,1
22459728,2025-05-11T11:13:47.000Z,0,393216,1
22459729,2025-05-11T11:13:59.000Z,786432,0,1
22459730,2025-05-11T11:14:11.000Z,917504,0,1
22459731,2025-05-11T11:14:23.000Z,393216,131072,1
22459732,2025-05-11T11:14:35.000Z,786432,0,1
22459733,2025-05-11T11:14:47.000Z,786432,0,1
22459734,2025-05-11T11:14:59.000Z,524288,0,1
22459735,2025-05-11T11:15:11.000Z,786432,0,1
22459736,2025-05-11T11:15:23.000Z,393216,0,1
22459737,2025-05-11T11:15:35.000Z,917504,0,1
22459738,2025-05-11T11:15:47.000Z,1179648,131072,1
22459739,2025-05-11T11:15:59.000Z,524288,524288,1
22459740,2025-05-11T11:16:11.000Z,1179648,262144,1
22459741,2025-05-11T11:16:23.000Z,786432,655360,1
22459742,2025-05-11T11:16:35.000Z,786432,655360,1
22459743,2025-05-11T11:16:47.000Z,524288,655360,1
22459744,2025-05-11T11:16:59.000Z,786432,393216,1
22459745,2025-05-11T11:17:11.000Z,917504,393216,1
22459746,2025-05-11T11:17:23.000Z,786432,524288,1
22459747,2025-05-11T11:17:35.000Z,1179648,524288,1
22459748,2025-05-11T11:17:47.000Z,0,917504,1
22459749,2025-05-11T11:17:59.000Z,786432,131072,1
22459750,2025-05-11T11:18:11.000Z,917504,131072,1
22459751,2025-05-11T11:18:23.000Z,786432,262144,1
22459752,2025-05-11T11:18:35.000Z,655360,262144,1
22459753,2025-05-11T11:18:47.000Z,0,131072,1
22459754,2025-05-11T11:18:59.000Z,393216,0,1
22459755,2025-05-11T11:19:11.000Z,524288,0,1
22459756,2025-05-11T11:19:23.000Z,524288,0,1
22459757,2025-05-11T11:19:35.000Z,786432,0,1
22459758,2025-05-11T11:19:47.000Z,0,0,1
22459759,2025-05-11T11:19:59.000Z,393216,0,1
22459760,2025-05-11T11:20:11.000Z,0,0,1
22459761,2025-05-11T11:20:23.000Z,131072,0,1
22459762,2025-05-11T11:20:35.000Z,917504,0,1
22459763,2025-05-11T11:20:47.000Z,393216,131072,1
22459764,2025-05-11T11:20:59.000Z,393216,0,1
22459765,2025-05-11T11:21:11.000Z,393216,0,1
22459766,2025-05-11T11:21:23.000Z,0,0,1
22459767,2025-05-11T11:21:35.000Z,524288,0,1
22459768,2025-05-11T11:21:47.000Z,786432,0,1
22459769,2025-05-11T11:22:11.000Z,1179648,0,1
22459770,2025-05-11T11:22:23.000Z,655360,393216,1
22459771,2025-05-11T11:22:35.000Z,0,262144,1
22459772,2025-05-11T11:22:47.000Z,0,0,1
22459773,2025-05-11T11:22:59.000Z,786432,0,1
22459774,2025-05-11T11:23:11.000Z,0,0,1
22459775,2025-05-11T11:23:23.000Z,0,0,1
22459776,2025-05-11T11:23:35.000Z,786432,0,1
22459777,2025-05-11T11:23:47.000Z,0,0,1
22459778,2025-05-11T11:23:59.000Z,655360,0,1
22459779,2025-05-11T11:24:11.000Z,786432,0,1
22459780,2025-05-11T11:24:23.000Z,786432,0,1
22459781,2025-05-11T11:24:35.000Z,0,0,1
22459782,2025-05-11T11:24:47.000Z,655360,0,1
22459783,2025-05-11T11:24:59.000Z,393216,0,1
22459784,2025-05-11T11:25:11.000Z,393216,0,1
22459785,2025-05-11T11:25:35.000Z,393216,0,1
22459786,2025-05-11T11:25:47.000Z,0,0,1
22459787,2025-05-11T11:25:59.000Z,786432,0,1
22459788,2025-05-11T11:26:11.000Z,0,0,1
22459789,2025-05-11T11:26:23.000Z,524288,0,1
22459790,2025-05-11T11:26:35.000Z,786432,0,1
22459791,2025-05-11T11:26:47.000Z,1179648,0,1
22459792,2025-05-11T11:26:59.000Z,262144,393216,1
22459793,2025-05-11T11:27:11.000Z,0,0,1
22459794,2025-05-11T11:27:23.000Z,393216,0,1
22459795,2025-05-11T11:27:35.000Z,393216,0,1
22459796,2025-05-11T11:27:47.000Z,0,0,1
22459797,2025-05-11T11:27:59.000Z,393216,0,1
22459798,2025-05-11T11:28:11.000Z,655360,0,1
22459799,2025-05-11T11:28:23.000Z,393216,0,1
22459800,2025-05-11T11:28:35.000Z,0,0,1
22459801,2025-05-11T11:28:47.000Z,393216,0,1
22459802,2025-05-11T11:28:59.000Z,655360,0,1
22459803,2025-05-11T11:29:11.000Z,0,0,1
22459804,2025-05-11T11:29:23.000Z,0,0,1
22459805,2025-05-11T11:29:35.000Z,524288,0,1
22459806,2025-05-11T11:29:47.000Z,393216,0,1
22459807,2025-05-11T11:29:59.000Z,655360,0,1
22459808,2025-05-11T11:30:11.000Z,0,0,1
22459809,2025-05-11T11:30:23.000Z,393216,0,1
22459810,2025-05-11T11:30:35.000Z,786432,0,1
22459811,2025-05-11T11:30:47.000Z,0,0,1
22459812,2025-05-11T11:30:59.000Z,524288,0,1
22459813,2025-05-11T11:31:11.000Z,0,0,1
22459814,2025-05-11T11:31:23.000Z,393216,0,1
22459815,2025-05-11T11:31:35.000Z,524288,0,1
22459816,2025-05-11T11:31:47.000Z,786432,0,1
22459817,2025-05-11T11:31:59.000Z,0,0,1
22459818,2025-05-11T11:32:11.000Z,524288,0,1
22459819,2025-05-11T11:32:23.000Z,393216,0,1
22459820,2025-05-11T11:32:35.000Z,0,0,1
22459821,2025-05-11T11:32:47.000Z,393216,0,1
22459822,2025-05-11T11:32:59.000Z,655360,0,1
22459823,2025-05-11T11:33:11.000Z,393216,0,1
22459824,2025-05-11T11:33:23.000Z,393216,0,1
22459825,2025-05-11T11:33:35.000Z,0,0,1
22459826,2025-05-11T11:33:47.000Z,131072,0,1
22459827,2025-05-11T11:33:59.000Z,0,0,1
22459828,2025-05-11T11:34:11.000Z,0,0,1
22459829,2025-05-11T11:34:23.000Z,786432,0,1
22459830,2025-05-11T11:34:35.000Z,524288,0,1
22459831,2025-05-11T11:34:47.000Z,655360,0,1
22459832,2025-05-11T11:34:59.000Z,0,0,1
22459833,2025-05-11T11:35:11.000Z,393216,0,1
22459834,2025-05-11T11:35:23.000Z,786432,0,1
22459835,2025-05-11T11:35:35.000Z,524288,0,1
22459836,2025-05-11T11:35:47.000Z,131072,0,1
22459837,2025-05-11T11:35:59.000Z,0,0,1
22459838,2025-05-11T11:36:11.000Z,393216,0,1
22459839,2025-05-11T11:36:23.000Z,0,0,1
22459840,2025-05-11T11:36:35.000Z,917504,0,1
22459841,2025-05-11T11:36:47.000Z,0,131072,1
22459842,2025-05-11T11:36:59.000Z,917504,0,1
22459843,2025-05-11T11:37:11.000Z,0,131072,1
22459844,2025-05-11T11:37:23.000Z,0,0,1
22459845,2025-05-11T11:37:35.000Z,0,0,1
22459846,2025-05-11T11:37:47.000Z,786432,0,1
22459847,2025-05-11T11:37:59.000Z,524288,0,1
22459848,2025-05-11T11:38:11.000Z,131072,0,1
22459849,2025-05-11T11:38:23.000Z,0,0,1
22459850,2025-05-11T11:38:35.000Z,1179648,0,1
22459851,2025-05-11T11:38:47.000Z,786432,393216,1
22459852,2025-05-11T11:38:59.000Z,786432,393216,1
22459853,2025-05-11T11:39:11.000Z,0,393216,1
22459854,2025-05-11T11:39:23.000Z,0,0,1
22459855,2025-05-11T11:39:47.000Z,917504,0,1
22459856,2025-05-11T11:39:59.000Z,0,131072,1
22459857,2025-05-11T11:40:11.000Z,0,0,1
22459858,2025-05-11T11:40:23.000Z,1048576,0,1
22459859,2025-05-11T11:40:35.000Z,131072,262144,1
22459860,2025-05-11T11:40:47.000Z,393216,0,1
22459861,2025-05-11T11:40:59.000Z,393216,0,1
22459862,2025-05-11T11:41:11.000Z,524288,0,1
22459863,2025-05-11T11:41:23.000Z,524288,0,1
22459864,2025-05-11T11:41:35.000Z,0,0,1
22459865,2025-05-11T11:41:47.000Z,0,0,1
22459866,2025-05-11T11:41:59.000Z,0,0,1
22459867,2025-05-11T11:42:11.000Z,786432,0,1
22459868,2025-05-11T11:42:23.000Z,524288,0,1
22459869,2025-05-11T11:42:35.000Z,0,0,1
22459870,2025-05-11T11:42:47.000Z,0,0,1
22459871,2025-05-11T11:42:59.000Z,393216,0,1
22459872,2025-05-11T11:43:11.000Z,655360,0,1
22459873,2025-05-11T11:43:23.000Z,786432,0,1
22459874,2025-05-11T11:43:35.000Z,1179648,0,1
22459875,2025-05-11T11:43:47.000Z,786432,393216,1
22459876,2025-05-11T11:43:59.000Z,0,393216,1
22459877,2025-05-11T11:44:11.000Z,786432,0,1
22459878,2025-05-11T11:44:23.000Z,0,0,1
22459879,2025-05-11T11:44:35.000Z,0,0,1
22459880,2025-05-11T11:44:47.000Z,786432,0,1
22459881,2025-05-11T11:44:59.000Z,1179648,0,1
22459882,2025-05-11T11:45:11.000Z,786432,393216,1
22459883,2025-05-11T11:45:23.000Z,0,393216,1
22459884,2025-05-11T11:45:35.000Z,917504,0,1
22459885,2025-05-11T11:45:47.000Z,393216,131072,1
22459886,2025-05-11T11:45:59.000Z,262144,0,1
22459887,2025-05-11T11:46:11.000Z,655360,0,1
22459888,2025-05-11T11:46:23.000Z,1179648,0,1
22459889,2025-05-11T11:46:35.000Z,0,393216,1
22459890,2025-05-11T11:46:47.000Z,786432,0,1
22459891,2025-05-11T11:46:59.000Z,786432,0,1
22459892,2025-05-11T11:47:11.000Z,524288,0,1
22459893,2025-05-11T11:47:23.000Z,0,0,1
22459894,2025-05-11T11:47:35.000Z,0,0,1
22459895,2025-05-11T11:47:47.000Z,786432,0,1
22459896,2025-05-11T11:47:59.000Z,131072,0,1
22459897,2025-05-11T11:48:11.000Z,0,0,1
22459898,2025-05-11T11:48:23.000Z,393216,0,1
22459899,2025-05-11T11:48:35.000Z,131072,0,1
22459900,2025-05-11T11:48:47.000Z,524288,0,1
22459901,2025-05-11T11:48:59.000Z,786432,0,1
22459902,2025-05-11T11:49:11.000Z,1048576,0,1
22459903,2025-05-11T11:49:23.000Z,0,262144,1
22459904,2025-05-11T11:49:35.000Z,131072,0,1
22459905,2025-05-11T11:49:47.000Z,786432,0,1
22459906,2025-05-11T11:49:59.000Z,0,0,1
22459907,2025-05-11T11:50:11.000Z,0,0,1
22459908,2025-05-11T11:50:23.000Z,786432,0,1
22459909,2025-05-11T11:50:35.000Z,655360,0,1
22459910,2025-05-11T11:50:47.000Z,786432,0,1
22459911,2025-05-11T11:50:59.000Z,0,0,1
22459912,2025-05-11T11:51:11.000Z,0,0,1
22459913,2025-05-11T11:51:23.000Z,655360,0,1
22459914,2025-05-11T11:51:35.000Z,393216,0,1
22459915,2025-05-11T11:51:47.000Z,1179648,0,1
22459916,2025-05-11T11:51:59.000Z,393216,393216,1
22459917,2025-05-11T11:52:11.000Z,0,0,1
22459918,2025-05-11T11:52:23.000Z,524288,0,1
22459919,2025-05-11T11:52:35.000Z,0,0,1
22459920,2025-05-11T11:52:47.000Z,393216,0,1
22459921,2025-05-11T11:52:59.000Z,524288,0,1
22459922,2025-05-11T11:53:11.000Z,524288,0,1
22459923,2025-05-11T11:53:23.000Z,0,0,1
22459924,2025-05-11T11:53:35.000Z,786432,0,1
22459925,2025-05-11T11:53:47.000Z,0,0,1
22459926,2025-05-11T11:53:59.000Z,0,0,1
22459927,2025-05-11T11:54:11.000Z,786432,0,1
22459928,2025-05-11T11:54:23.000Z,0,0,1
22459929,2025-05-11T11:54:35.000Z,0,0,1
22459930,2025-05-11T11:54:47.000Z,524288,0,1
22459931,2025-05-11T11:54:59.000Z,0,0,1
22459932,2025-05-11T11:55:11.000Z,393216,0,1
22459933,2025-05-11T11:55:23.000Z,0,0,1
22459934,2025-05-11T11:55:35.000Z,917504,0,1
22459935,2025-05-11T11:55:47.000Z,1179648,131072,1
22459936,2025-05-11T11:55:59.000Z,786432,524288,1
22459937,2025-05-11T11:56:11.000Z,131072,524288,1
22459938,2025-05-11T11:56:23.000Z,786432,0,1
22459939,2025-05-11T11:56:35.000Z,0,0,1
22459940,2025-05-11T11:56:47.000Z,786432,0,1
22459941,2025-05-11T11:56:59.000Z,655360,0,1
22459942,2025-05-11T11:57:11.000Z,393216,0,1
22459943,2025-05-11T11:57:23.000Z,393216,0,1
22459944,2025-05-11T11:57:35.000Z,393216,0,1
22459945,2025-05-11T11:57:47.000Z,0,0,1
22459946,2025-05-11T11:57:59.000Z,0,0,1
22459947,2025-05-11T11:58:11.000Z,1179648,0,1
22459948,2025-05-11T11:58:23.000Z,786432,393216,1
22459949,2025-05-11T11:58:35.000Z,917504,393216,1
22459950,2025-05-11T11:58:47.000Z,786432,524288,1
22459951,2025-05-11T11:58:59.000Z,131072,524288,1
22459952,2025-05-11T11:59:11.000Z,393216,0,1
22459953,2025-05-11T11:59:23.000Z,393216,0,1
22459954,2025-05-11T11:59:35.000Z,0,0,1
22459955,2025-05-11T11:59:47.000Z,786432,0,1
22459956,2025-05-11T11:59:59.000Z,655360,0,1
22459957,2025-05-11T12:00:11.000Z,393216,0,1
22459958,2025-05-11T12:00:23.000Z,0,0,1
22459959,2025-05-11T12:00:35.000Z,524288,0,1
22459960,2025-05-11T12:00:47.000Z,786432,0,1
22459961,2025-05-11T12:00:59.000Z,524288,0,1
22459962,2025-05-11T12:01:11.000Z,786432,0,1
22459963,2025-05-11T12:01:23.000Z,524288,0,1
22459964,2025-05-11T12:01:35.000Z,0,0,1
22459965,2025-05-11T12:01:47.000Z,524288,0,1
22459966,2025-05-11T12:01:59.000Z,0,0,1
22459967,2025-05-11T12:02:11.000Z,393216,0,1
22459968,2025-05-11T12:02:23.000Z,393216,0,1
22459969,2025-05-11T12:02:35.000Z,131072,0,1
22459970,2025-05-11T12:02:47.000Z,393216,0,1
22459971,2025-05-11T12:02:59.000Z,524288,0,1
22459972,2025-05-11T12:03:11.000Z,0,0,1
22459973,2025-05-11T12:03:23.000Z,917504,0,1
22459974,2025-05-11T12:03:35.000Z,524288,131072,1
22459975,2025-05-11T12:03:47.000Z,0,0,1
22459976,2025-05-11T12:03:59.000Z,393216,0,1
22459977,2025-05-11T12:04:11.000Z,0,0,1
22459978,2025-05-11T12:04:23.000Z,917504,0,1
22459979,2025-05-11T12:04:35.000Z,0,131072,1
22459980,2025-05-11T12:04:47.000Z,0,0,1
22459981,2025-05-11T12:04:59.000Z,655360,0,1
22459982,2025-05-11T12:05:11.000Z,0,0,1
22459983,2025-05-11T12:05:23.000Z,786432,0,1
22459984,2025-05-11T12:05:35.000Z,524288,0,1
22459985,2025-05-11T12:05:47.000Z,786432,0,1
22459986,2025-05-11T12:05:59.000Z,0,0,1
22459987,2025-05-11T12:06:11.000Z,0,0,1
22459988,2025-05-11T12:06:23.000Z,0,0,1
22459989,2025-05-11T12:06:35.000Z,1048576,0,1
22459990,2025-05-11T12:06:47.000Z,0,262144,1
22459991,2025-05-11T12:06:59.000Z,393216,0,1
22459992,2025-05-11T12:07:11.000Z,131072,0,1
22459993,2025-05-11T12:07:23.000Z,0,0,1
22459994,2025-05-11T12:07:35.000Z,655360,0,1
22459995,2025-05-11T12:07:47.000Z,786432,0,1
22459996,2025-05-11T12:07:59.000Z,786432,0,1
22459997,2025-05-11T12:08:11.000Z,655360,0,1
22459998,2025-05-11T12:08:23.000Z,524288,0,1
22459999,2025-05-11T12:08:35.000Z,393216,0,1
22460000,2025-05-11T12:08:47.000Z,524288,0,1
22460001,2025-05-11T12:08:59.000Z,1179648,0,1
22460002,2025-05-11T12:09:11.000Z,524288,393216,1
22460003,2025-05-11T12:09:23.000Z,655360,131072,1
22460004,2025-05-11T12:09:35.000Z,0,0,1
22460005,2025-05-11T12:09:47.000Z,0,0,1
22460006,2025-05-11T12:09:59.000Z,786432,0,1
22460007,2025-05-11T12:10:11.000Z,524288,0,1
22460008,2025-05-11T12:10:23.000Z,393216,0,1
22460009,2025-05-11T12:10:35.000Z,393216,0,1
22460010,2025-05-11T12:10:47.000Z,1179648,0,1
22460011,2025-05-11T12:10:59.000Z,524288,393216,1
22460012,2025-05-11T12:11:11.000Z,0,131072,1
22460013,2025-05-11T12:11:23.000Z,393216,0,1
22460014,2025-05-11T12:11:35.000Z,393216,0,1
22460015,2025-05-11T12:11:47.000Z,0,0,1
22460016,2025-05-11T12:11:59.000Z,0,0,1
22460017,2025-05-11T12:12:11.000Z,786432,0,1
22460018,2025-05-11T12:12:23.000Z,131072,0,1
22460019,2025-05-11T12:12:35.000Z,393216,0,1
22460020,2025-05-11T12:12:47.000Z,524288,0,1
22460021,2025-05-11T12:12:59.000Z,1179648,0,1
22460022,2025-05-11T12:13:11.000Z,0,393216,1
22460023,2025-05-11T12:13:23.000Z,655360,0,1
22460024,2025-05-11T12:13:35.000Z,131072,0,1
22460025,2025-05-11T12:13:47.000Z,0,0,1
22460026,2025-05-11T12:13:59.000Z,0,0,1
22460027,2025-05-11T12:14:11.000Z,786432,0,1
22460028,2025-05-11T12:14:23.000Z,0,0,1
22460029,2025-05-11T12:14:35.000Z,524288,0,1
22460030,2025-05-11T12:14:47.000Z,393216,0,1
22460031,2025-05-11T12:14:59.000Z,393216,0,1
22460032,2025-05-11T12:15:11.000Z,917504,0,1
22460033,2025-05-11T12:15:35.000Z,393216,131072,1
22460034,2025-05-11T12:15:47.000Z,131072,0,1
22460035,2025-05-11T12:15:59.000Z,393216,0,1
22460036,2025-05-11T12:16:11.000Z,393216,0,1
22460037,2025-05-11T12:16:23.000Z,655360,0,1
22460038,2025-05-11T12:16:35.000Z,524288,0,1
22460039,2025-05-11T12:16:47.000Z,393216,0,1
22460040,2025-05-11T12:16:59.000Z,786432,0,1
22460041,2025-05-11T12:17:11.000Z,1179648,0,1
22460042,2025-05-11T12:17:23.000Z,786432,393216,1
22460043,2025-05-11T12:17:35.000Z,524288,393216,1
22460044,2025-05-11T12:17:47.000Z,0,131072,1
22460045,2025-05-11T12:17:59.000Z,786432,0,1
22460046,2025-05-11T12:18:11.000Z,0,0,1
22460047,2025-05-11T12:18:23.000Z,786432,0,1
22460048,2025-05-11T12:18:35.000Z,0,0,1
22460049,2025-05-11T12:18:47.000Z,1048576,0,1
22460050,2025-05-11T12:18:59.000Z,524288,262144,1
22460051,2025-05-11T12:19:11.000Z,393216,0,1
22460052,2025-05-11T12:19:23.000Z,524288,0,1
22460053,2025-05-11T12:19:35.000Z,393216,0,1
22460054,2025-05-11T12:19:47.000Z,393216,0,1
22460055,2025-05-11T12:19:59.000Z,131072,0,1
22460056,2025-05-11T12:20:11.000Z,0,0,1
22460057,2025-05-11T12:20:23.000Z,393216,0,1
22460058,2025-05-11T12:20:35.000Z,393216,0,1
